s_bene,genere,nome_regione,nome_provincia,nome_comune,categoria,sottocategoria,provvedimento,quota_confiscata,ufficio_giudiziario,distretto,tipologia_procedura,NomeComuneValidato,NomeRegioneValidato,CODISTAT,NomeProvinciaValidato,CODISTATPROV,CODISTATREG
I-NA-2707-S,immobili,Campania,Napoli,Casoria,Unità immobiliare a destinazione commerciale e industriale,"Stalla, scuderia",Confisca I,100,Tribunale,Napoli,Misure di Prevenzione,CASORIA,CAMPANIA,063023,Napoli,063,15
I-NA-2708-S,immobili,Campania,Napoli,Casoria,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca I,100,Tribunale,Napoli,Misure di Prevenzione,CASORIA,CAMPANIA,063023,Napoli,063,15
I-NA-2710-S,immobili,Campania,Napoli,Casoria,Unità immobiliare per alloggio e usi collettivi,Unità  per allog. e usi coll. - non definito,Confisca I,100,Tribunale,Napoli,Misure di Prevenzione,CASORIA,CAMPANIA,063023,Napoli,063,15
I-AQ-43949-S,immobili,Abruzzo,L'Aquila,Castel di Sangro,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca I,100,Tribunale,Napoli,Misure di Prevenzione,CASTEL DI SANGRO,ABRUZZO,066028,L'Aquila,066,13
I-NA-2726-S,immobili,Campania,Napoli,Torre Annunziata,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Tribunale,Napoli,Misure di Prevenzione,TORRE ANNUNZIATA,CAMPANIA,063083,Napoli,063,15
I-CH-2742-S,immobili,Abruzzo,Chieti,San Vito Chietino,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Chieti,Misure di Prevenzione,SAN VITO CHIETINO,ABRUZZO,069086,Chieti,069,13
I-CH-2743-S,immobili,Abruzzo,Chieti,Santa Maria Imbaro,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Tribunale,Chieti,Misure di Prevenzione,SANTA MARIA IMBARO,ABRUZZO,069084,Chieti,069,13
I-CH-2744-S,immobili,Abruzzo,Chieti,Santa Maria Imbaro,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca def.,100,Tribunale,Chieti,Misure di Prevenzione,SANTA MARIA IMBARO,ABRUZZO,069084,Chieti,069,13
I-CH-2745-S,immobili,Abruzzo,Chieti,Santa Maria Imbaro,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Tribunale,Chieti,Misure di Prevenzione,SANTA MARIA IMBARO,ABRUZZO,069084,Chieti,069,13
I-CH-2746-S,immobili,Abruzzo,Chieti,Santa Maria Imbaro,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca def.,100,Tribunale,Chieti,Misure di Prevenzione,SANTA MARIA IMBARO,ABRUZZO,069084,Chieti,069,13
I-CH-2747-S,immobili,Abruzzo,Chieti,Santa Maria Imbaro,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Chieti,Misure di Prevenzione,SANTA MARIA IMBARO,ABRUZZO,069084,Chieti,069,13
I-CH-2748-S,immobili,Abruzzo,Chieti,Frisa,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Chieti,Misure di Prevenzione,FRISA,ABRUZZO,069037,Chieti,069,13
I-CH-2749-S,immobili,Abruzzo,Chieti,Frisa,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Chieti,Misure di Prevenzione,FRISA,ABRUZZO,069037,Chieti,069,13
I-CH-2750-S,immobili,Abruzzo,Chieti,Frisa,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Chieti,Misure di Prevenzione,FRISA,ABRUZZO,069037,Chieti,069,13
I-CH-2754-S,immobili,Abruzzo,Chieti,Lanciano,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Tribunale,Chieti,Misure di Prevenzione,LANCIANO,ABRUZZO,069046,Chieti,069,13
I-CH-2756-S,immobili,Abruzzo,Chieti,Lanciano,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Tribunale,Chieti,Misure di Prevenzione,LANCIANO,ABRUZZO,069046,Chieti,069,13
I-CH-2757-S,immobili,Abruzzo,Chieti,Lanciano,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,50,Tribunale,Chieti,Misure di Prevenzione,LANCIANO,ABRUZZO,069046,Chieti,069,13
I-NA-2758-S,immobili,Campania,Napoli,Napoli,Unità immobiliare a destinazione commerciale e industriale,"Negozio, Bottega",Confisca def.,100,Tribunale,Napoli,Misure di Prevenzione,NAPOLI,CAMPANIA,063049,Napoli,063,15
I-RG-2782-S,immobili,Sicilia,Ragusa,Ragusa,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Tribunale,Ragusa,Misure di Prevenzione,RAGUSA,SICILIA,088009,Ragusa,088,19
I-RG-2783-S,immobili,Sicilia,Ragusa,Ragusa,Altra unità immobiliare,Altra unità  immobil. - non definito,Confisca def.,100,Tribunale,Ragusa,Misure di Prevenzione,RAGUSA,SICILIA,088009,Ragusa,088,19
I-RG-2784-S,immobili,Sicilia,Ragusa,Ragusa,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca def.,100,Tribunale,Ragusa,Misure di Prevenzione,RAGUSA,SICILIA,088009,Ragusa,088,19
I-RG-2788-S,immobili,Sicilia,Ragusa,Santa Croce Camerina,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100,Tribunale,Ragusa,Misure di Prevenzione,SANTA CROCE CAMERINA,SICILIA,088010,Ragusa,088,19
I-RG-2789-S,immobili,Sicilia,Ragusa,Santa Croce Camerina,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100,Tribunale,Ragusa,Misure di Prevenzione,SANTA CROCE CAMERINA,SICILIA,088010,Ragusa,088,19
I-RG-2790-S,immobili,Sicilia,Ragusa,Santa Croce Camerina,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100,Tribunale,Ragusa,Misure di Prevenzione,SANTA CROCE CAMERINA,SICILIA,088010,Ragusa,088,19
I-LT-2885-S,immobili,Lazio,Latina,Fondi,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-LT-2890-S,immobili,Lazio,Latina,Fondi,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-LT-2891-S,immobili,Lazio,Latina,Fondi,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-LT-2892-S,immobili,Lazio,Latina,Fondi,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-LT-2893-S,immobili,Lazio,Latina,Fondi,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-LT-2894-S,immobili,Lazio,Latina,Fondi,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-LT-2895-S,immobili,Lazio,Latina,Fondi,Unità immobiliare a destinazione commerciale e industriale,"Negozio, Bottega",Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-LT-2896-S,immobili,Lazio,Latina,Fondi,Unità immobiliare a destinazione commerciale e industriale,"Negozio, Bottega",Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-LT-2898-S,immobili,Lazio,Latina,Fondi,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-LT-2900-S,immobili,Lazio,Latina,Fondi,Unità immobiliare a destinazione commerciale e industriale,"Negozio, Bottega",Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-LT-2901-S,immobili,Lazio,Latina,Fondi,Unità immobiliare a destinazione commerciale e industriale,"Negozio, Bottega",Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-RC-2904-S,immobili,Calabria,Reggio Calabria,Rosarno,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-LT-2905-S,immobili,Lazio,Latina,Fondi,Unità immobiliare per uso di abitazione e assimilabile,Unità  uso abit. e assimil. - non definito,Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-LT-58435-S,immobili,Lazio,Latina,Fondi,Unità immobiliare per uso di abitazione e assimilabile,Villa,Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-RC-58442-S,immobili,Calabria,Reggio Calabria,Rosarno,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,85,Tribunale,Latina,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-LT-58722-S,immobili,Lazio,Latina,Fondi,Terreno,Terreno agricolo,Confisca def.,50,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-LT-75254-S,immobili,Lazio,Latina,Fondi,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-BO-2907-S,immobili,Emilia Romagna,Bologna,Pianoro,Terreno,Terreno edificabile,Confisca def.,100,Tribunale,Bologna,Misure di Prevenzione,PIANORO,EMILIA-ROMAGNA,037047,Bologna,037,08
I-BO-2908-S,immobili,Emilia Romagna,Bologna,Pianoro,Terreno,Terreno edificabile,Confisca def.,100,Tribunale,Bologna,Misure di Prevenzione,PIANORO,EMILIA-ROMAGNA,037047,Bologna,037,08
I-BO-52960-S,immobili,Emilia Romagna,Bologna,Pianoro,Terreno,Terreno edificabile,Confisca def.,100,Tribunale,Bologna,Misure di Prevenzione,PIANORO,EMILIA-ROMAGNA,037047,Bologna,037,08
I-BO-52963-S,immobili,Emilia Romagna,Bologna,Pianoro,Terreno,Terreno edificabile,Confisca def.,100,Tribunale,Bologna,Misure di Prevenzione,PIANORO,EMILIA-ROMAGNA,037047,Bologna,037,08
I-BO-52974-S,immobili,Emilia Romagna,Bologna,Pianoro,Terreno,Terreno edificabile,Confisca def.,100,Tribunale,Bologna,Misure di Prevenzione,PIANORO,EMILIA-ROMAGNA,037047,Bologna,037,08
I-BO-52977-S,immobili,Emilia Romagna,Bologna,Pianoro,Terreno,Terreno edificabile,Confisca def.,100,Tribunale,Bologna,Misure di Prevenzione,PIANORO,EMILIA-ROMAGNA,037047,Bologna,037,08
I-BO-52979-S,immobili,Emilia Romagna,Bologna,Pianoro,Terreno,Terreno edificabile,Confisca def.,100,Tribunale,Bologna,Misure di Prevenzione,PIANORO,EMILIA-ROMAGNA,037047,Bologna,037,08
I-BO-52980-S,immobili,Emilia Romagna,Bologna,Pianoro,Terreno,Terreno edificabile,Confisca def.,100,Tribunale,Bologna,Misure di Prevenzione,PIANORO,EMILIA-ROMAGNA,037047,Bologna,037,08
I-BO-52982-S,immobili,Emilia Romagna,Bologna,Pianoro,Terreno,Terreno edificabile,Confisca def.,100,Tribunale,Bologna,Misure di Prevenzione,PIANORO,EMILIA-ROMAGNA,037047,Bologna,037,08
I-BO-52984-S,immobili,Emilia Romagna,Bologna,Pianoro,Terreno,Terreno edificabile,Confisca def.,100,Tribunale,Bologna,Misure di Prevenzione,PIANORO,EMILIA-ROMAGNA,037047,Bologna,037,08
I-LT-2942-S,immobili,Lazio,Latina,Fondi,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-LT-2943-S,immobili,Lazio,Latina,Fondi,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-LT-58545-S,immobili,Lazio,Latina,Fondi,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-LT-58551-S,immobili,Lazio,Latina,Fondi,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-LT-58552-S,immobili,Lazio,Latina,Fondi,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-LT-58553-S,immobili,Lazio,Latina,Fondi,Unità immobiliare a destinazione commerciale e industriale,"Negozio, Bottega",Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-LT-58554-S,immobili,Lazio,Latina,Fondi,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-LT-58555-S,immobili,Lazio,Latina,Fondi,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-LT-58556-S,immobili,Lazio,Latina,Fondi,Unità immobiliare per uso di abitazione e assimilabile,Villa,Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-LT-58557-S,immobili,Lazio,Latina,Fondi,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-LT-58558-S,immobili,Lazio,Latina,Fondi,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-LT-58559-S,immobili,Lazio,Latina,Fondi,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-LT-58560-S,immobili,Lazio,Latina,Fondi,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-LT-58561-S,immobili,Lazio,Latina,Fondi,Unità immobiliare a destinazione commerciale e industriale,"Negozio, Bottega",Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-LT-58562-S,immobili,Lazio,Latina,Fondi,Unità immobiliare per uso di abitazione e assimilabile,Unità  uso abit. e assimil. - non definito,Confisca def.,50,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-LT-58563-S,immobili,Lazio,Latina,Fondi,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-RM-58564-S,immobili,Lazio,Roma,Roma,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,ROMA,LAZIO,058091,Roma,058,12
I-RM-58565-S,immobili,Lazio,Roma,Roma,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,ROMA,LAZIO,058091,Roma,058,12
I-RM-58566-S,immobili,Lazio,Roma,Roma,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,ROMA,LAZIO,058091,Roma,058,12
I-RM-58567-S,immobili,Lazio,Roma,Roma,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,ROMA,LAZIO,058091,Roma,058,12
I-RM-58568-S,immobili,Lazio,Roma,Roma,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,ROMA,LAZIO,058091,Roma,058,12
I-RM-58569-S,immobili,Lazio,Roma,Roma,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,ROMA,LAZIO,058091,Roma,058,12
I-LT-58571-S,immobili,Lazio,Latina,Itri,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,ITRI,LAZIO,059010,Latina,059,12
I-LT-58572-S,immobili,Lazio,Latina,Itri,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,ITRI,LAZIO,059010,Latina,059,12
I-LT-58573-S,immobili,Lazio,Latina,Itri,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,ITRI,LAZIO,059010,Latina,059,12
I-LT-58575-S,immobili,Lazio,Latina,Itri,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,ITRI,LAZIO,059010,Latina,059,12
I-LT-58576-S,immobili,Lazio,Latina,Itri,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,ITRI,LAZIO,059010,Latina,059,12
I-LT-58581-S,immobili,Lazio,Latina,Lenola,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,LENOLA,LAZIO,059012,Latina,059,12
I-LT-58583-S,immobili,Lazio,Latina,Lenola,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Latina,Misure di Prevenzione,LENOLA,LAZIO,059012,Latina,059,12
I-LT-58584-S,immobili,Lazio,Latina,Lenola,Terreno,Terreno agricolo,Confisca def.,50,Tribunale,Latina,Misure di Prevenzione,LENOLA,LAZIO,059012,Latina,059,12
I-LT-58586-S,immobili,Lazio,Latina,Lenola,Terreno,Terreno agricolo,Confisca def.,50,Tribunale,Latina,Misure di Prevenzione,LENOLA,LAZIO,059012,Latina,059,12
I-LT-59603-S,immobili,Lazio,Latina,Fondi,Terreno,Terreno agricolo,Confisca def.,3,Tribunale,Latina,Misure di Prevenzione,FONDI,LAZIO,059007,Latina,059,12
I-PE-2996-S,immobili,Abruzzo,Pescara,Montesilvano,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100,Tribunale,Pescara,Misure di Prevenzione,MONTESILVANO,ABRUZZO,068024,Pescara,068,13
I-PE-2997-S,immobili,Abruzzo,Pescara,Montesilvano,Altra unità immobiliare,Altro,Confisca def.,100,Tribunale,Pescara,Misure di Prevenzione,MONTESILVANO,ABRUZZO,068024,Pescara,068,13
I-PE-2998-S,immobili,Abruzzo,Pescara,Montesilvano,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100,Tribunale,Pescara,Misure di Prevenzione,MONTESILVANO,ABRUZZO,068024,Pescara,068,13
I-PE-2999-S,immobili,Abruzzo,Pescara,Montesilvano,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100,Tribunale,Pescara,Misure di Prevenzione,MONTESILVANO,ABRUZZO,068024,Pescara,068,13
I-PE-3000-S,immobili,Abruzzo,Pescara,Montesilvano,Unità immobiliare per uso di abitazione e assimilabile,Altro,Confisca def.,100,Tribunale,Pescara,Misure di Prevenzione,MONTESILVANO,ABRUZZO,068024,Pescara,068,13
I-TP-3003-S,immobili,Sicilia,Trapani,Castelvetrano,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",,0,Tribunale,Trapani,Misure di Prevenzione,CASTELVETRANO,SICILIA,081006,Trapani,081,19
I-TP-3008-S,immobili,Sicilia,Trapani,Castelvetrano,Terreno,Terreno - non definito,,0,Tribunale,Trapani,Misure di Prevenzione,CASTELVETRANO,SICILIA,081006,Trapani,081,19
I-PA-3023-S,immobili,Sicilia,Palermo,Carini,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100,Tribunale,Palermo,Misure di Prevenzione,CARINI,SICILIA,082021,Palermo,082,19
I-PA-40284-S,immobili,Sicilia,Palermo,Palermo,Terreno,Terreno edificabile,Confisca def.,100,Tribunale,Palermo,Misure di Prevenzione,PALERMO,SICILIA,082053,Palermo,082,19
I-PA-40285-S,immobili,Sicilia,Palermo,Palermo,Unità immobiliare a destinazione commerciale e industriale,"Negozio, Bottega",Confisca def.,100,Tribunale,Palermo,Misure di Prevenzione,PALERMO,SICILIA,082053,Palermo,082,19
I-PA-40286-S,immobili,Sicilia,Palermo,Palermo,Unità immobiliare a destinazione commerciale e industriale,"Negozio, Bottega",Confisca def.,100,Tribunale,Palermo,Misure di Prevenzione,PALERMO,SICILIA,082053,Palermo,082,19
I-PA-40288-S,immobili,Sicilia,Palermo,Palermo,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Tribunale,Palermo,Misure di Prevenzione,PALERMO,SICILIA,082053,Palermo,082,19
I-PA-64637-S,immobili,Sicilia,Palermo,Palermo,Altra unità immobiliare,Altro,Confisca def.,100,Tribunale,Palermo,Misure di Prevenzione,PALERMO,SICILIA,082053,Palermo,082,19
I-PE-3028-S,immobili,Abruzzo,Pescara,Montesilvano,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100,Tribunale,Pescara,Misure di Prevenzione,MONTESILVANO,ABRUZZO,068024,Pescara,068,13
I-PE-3029-S,immobili,Abruzzo,Pescara,Montesilvano,Altra unità immobiliare,Altro,Confisca def.,100,Tribunale,Pescara,Misure di Prevenzione,MONTESILVANO,ABRUZZO,068024,Pescara,068,13
I-RC-3071-S,immobili,Calabria,Reggio Calabria,Benestare,Terreno,Terreno - non definito,Confisca def.,100,Tribunale,Bologna,Misure di Prevenzione,BENESTARE,CALABRIA,080008,Reggio di Calabria,080,18
I-RC-3098-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno edificabile,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3099-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3100-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno edificabile,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3101-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno - non definito,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3102-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno edificabile,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3103-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno edificabile,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3104-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno edificabile,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3105-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno edificabile,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3106-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno edificabile,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3107-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno edificabile,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3108-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno edificabile,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3109-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno edificabile,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3110-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno edificabile,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3111-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno edificabile,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3112-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3113-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3114-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3115-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno edificabile,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3116-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3117-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3118-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno con fabbricato rurale,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3119-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
