s_bene,genere,nome_regione,nome_provincia,nome_comune,categoria,sottocategoria,provvedimento,quota_confiscata,ufficio_giudiziario,distretto,tipologia_procedura,NomeComuneValidato,NomeRegioneValidato,CODISTAT,NomeProvinciaValidato,CODISTATPROV,CODISTATREG
I-TP-48125-S,immobili,Sicilia,Trapani,Marsala,Unità immobiliare a destinazione commerciale e industriale,"Negozio, Bottega",Confisca def.,20,Tribunale,Trapani,Misure di Prevenzione,MARSALA,SICILIA,081011,Trapani,081,19
I-TP-48126-S,immobili,Sicilia,Trapani,Marsala,Unità immobiliare a destinazione commerciale e industriale,"Negozio, Bottega",Confisca def.,20,Tribunale,Trapani,Misure di Prevenzione,MARSALA,SICILIA,081011,Trapani,081,19
I-TP-48127-S,immobili,Sicilia,Trapani,Marsala,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,50,Tribunale,Trapani,Misure di Prevenzione,MARSALA,SICILIA,081011,Trapani,081,19
I-TP-48128-S,immobili,Sicilia,Trapani,Marsala,Altra unità immobiliare,Ex fabbricato rurale,Confisca def.,50,Tribunale,Trapani,Misure di Prevenzione,MARSALA,SICILIA,081011,Trapani,081,19
I-PA-48258-S,immobili,Sicilia,Palermo,Cinisi,Terreno,Terreno - non definito,Confisca def.,100,Tribunale,Palermo,Misure di Prevenzione,CINISI,SICILIA,082031,Palermo,082,19
I-PA-48259-S,immobili,Sicilia,Palermo,Cinisi,Terreno,Terreno - non definito,Confisca def.,100,Tribunale,Palermo,Misure di Prevenzione,CINISI,SICILIA,082031,Palermo,082,19
I-CL-48276-S,immobili,Sicilia,Caltanissetta,Serradifalco,Terreno,Terreno edificabile,,100,Tribunale,Caltanissetta,Misure di Prevenzione,SERRADIFALCO,SICILIA,085018,Caltanissetta,085,19
I-PA-48342-S,immobili,Sicilia,Palermo,Termini Imerese,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Tribunale,Palermo,Misure di Prevenzione,TERMINI IMERESE,SICILIA,082070,Palermo,082,19
I-AG-48387-S,immobili,Sicilia,Agrigento,Aragona,Terreno,Terreno agricolo,Confisca def.,24,Tribunale,Agrigento,Misure di Prevenzione,ARAGONA,SICILIA,084003,Agrigento,084,19
I-AG-48388-S,immobili,Sicilia,Agrigento,Aragona,Terreno,Terreno agricolo,Confisca def.,25,Tribunale,Agrigento,Misure di Prevenzione,ARAGONA,SICILIA,084003,Agrigento,084,19
I-PA-48417-S,immobili,Sicilia,Palermo,Palermo,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,50,Tribunale,Agrigento,Misure di Prevenzione,PALERMO,SICILIA,082053,Palermo,082,19
I-PA-48460-S,immobili,Sicilia,Palermo,Palermo,Terreno,Terreno agricolo,,50,Tribunale,Palermo,Misure di Prevenzione,PALERMO,SICILIA,082053,Palermo,082,19
I-PA-48476-S,immobili,Sicilia,Palermo,Bolognetta,Terreno,Terreno agricolo,,50,Tribunale,Palermo,Misure di Prevenzione,BOLOGNETTA,SICILIA,082011,Palermo,082,19
I-PA-67896-S,immobili,Sicilia,Palermo,Palermo,Terreno,Terreno edificabile,,0,Tribunale,Palermo,Misure di Prevenzione,PALERMO,SICILIA,082053,Palermo,082,19
I-PA-65115-S,immobili,Sicilia,Palermo,Palermo,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,0,Tribunale,Palermo,Misure di Prevenzione,PALERMO,SICILIA,082053,Palermo,082,19
I-PA-65116-S,immobili,Sicilia,Palermo,Palermo,Unità immobiliare a destinazione commerciale e industriale,"Stalla, scuderia",Confisca def.,0,Tribunale,Palermo,Misure di Prevenzione,PALERMO,SICILIA,082053,Palermo,082,19
I-PA-65117-S,immobili,Sicilia,Palermo,Palermo,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca def.,0,Tribunale,Palermo,Misure di Prevenzione,PALERMO,SICILIA,082053,Palermo,082,19
I-SA-48559-S,immobili,Campania,Salerno,Capaccio,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100,Tribunale,Salerno,Misure di Prevenzione,CAPACCIO PAESTUM,CAMPANIA,065025,Salerno,065,15
I-SA-48586-S,immobili,Campania,Salerno,Agropoli,Terreno,Terreno - non definito,Confisca def.,100,Tribunale,Salerno,Misure di Prevenzione,AGROPOLI,CAMPANIA,065002,Salerno,065,15
I-SA-48587-S,immobili,Campania,Salerno,Battipaglia,Terreno,Terreno edificabile,Confisca def.,100,Tribunale,Salerno,Misure di Prevenzione,BATTIPAGLIA,CAMPANIA,065014,Salerno,065,15
I-CT-48684-S,immobili,Sicilia,Catania,Calatabiano,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100,Tribunale,Catania,Misure di Prevenzione,CALATABIANO,SICILIA,087010,Catania,087,19
I-AG-48760-S,immobili,Sicilia,Agrigento,Burgio,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,33,Tribunale,Agrigento,Misure di Prevenzione,BURGIO,SICILIA,084005,Agrigento,084,19
I-AG-48761-S,immobili,Sicilia,Agrigento,Burgio,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,33,Tribunale,Agrigento,Misure di Prevenzione,BURGIO,SICILIA,084005,Agrigento,084,19
I-AG-48762-S,immobili,Sicilia,Agrigento,Burgio,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,33,Tribunale,Agrigento,Misure di Prevenzione,BURGIO,SICILIA,084005,Agrigento,084,19
I-AG-48763-S,immobili,Sicilia,Agrigento,Lucca Sicula,Terreno,Terreno - non definito,Confisca def.,3,Tribunale,Agrigento,Misure di Prevenzione,LUCCA SICULA,SICILIA,084022,Agrigento,084,19
I-AG-48764-S,immobili,Sicilia,Agrigento,Lucca Sicula,Terreno,Terreno agricolo,Confisca def.,3,Tribunale,Agrigento,Misure di Prevenzione,LUCCA SICULA,SICILIA,084022,Agrigento,084,19
I-AG-48765-S,immobili,Sicilia,Agrigento,Burgio,Terreno,Terreno - non definito,Confisca def.,33,Tribunale,Agrigento,Misure di Prevenzione,BURGIO,SICILIA,084005,Agrigento,084,19
I-AG-48766-S,immobili,Sicilia,Agrigento,Burgio,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,33,Tribunale,Agrigento,Misure di Prevenzione,BURGIO,SICILIA,084005,Agrigento,084,19
I-AG-71913-S,immobili,Sicilia,Agrigento,Burgio,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,33,Tribunale,Agrigento,Misure di Prevenzione,BURGIO,SICILIA,084005,Agrigento,084,19
I-TA-48768-S,immobili,Puglia,Taranto,Taranto,Terreno,Terreno - non definito,Confisca I,100,Tribunale,Taranto,Misure di Prevenzione,TARANTO,PUGLIA,073027,Taranto,073,16
I-TA-48781-S,immobili,Puglia,Taranto,Taranto,Terreno,Terreno - non definito,Confisca I,100,Tribunale,Taranto,Misure di Prevenzione,TARANTO,PUGLIA,073027,Taranto,073,16
I-TA-48782-S,immobili,Puglia,Taranto,Martina Franca,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100,Tribunale,Taranto,Misure di Prevenzione,MARTINA FRANCA,PUGLIA,073013,Taranto,073,16
I-TA-48950-S,immobili,Puglia,Taranto,Taranto,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca I,100,Tribunale,Taranto,Misure di Prevenzione,TARANTO,PUGLIA,073027,Taranto,073,16
I-TA-48951-S,immobili,Puglia,Taranto,Taranto,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca I,100,Tribunale,Taranto,Misure di Prevenzione,TARANTO,PUGLIA,073027,Taranto,073,16
I-TA-48957-S,immobili,Puglia,Taranto,Taranto,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca I,100,Tribunale,Taranto,Misure di Prevenzione,TARANTO,PUGLIA,073027,Taranto,073,16
I-TA-49253-S,immobili,Puglia,Taranto,Martina Franca,Unità immobiliare per uso di abitazione e assimilabile,Villa,Confisca I,100,Tribunale,Taranto,Misure di Prevenzione,MARTINA FRANCA,PUGLIA,073013,Taranto,073,16
I-TA-49284-S,immobili,Puglia,Taranto,Taranto,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca I,100,Tribunale,Taranto,Misure di Prevenzione,TARANTO,PUGLIA,073027,Taranto,073,16
I-AG-48913-S,immobili,Sicilia,Agrigento,Ribera,Terreno,Terreno - non definito,Confisca def.,100,Tribunale,Agrigento,Misure di Prevenzione,RIBERA,SICILIA,084033,Agrigento,084,19
I-AG-60924-S,immobili,Sicilia,Agrigento,Ribera,Terreno,Terreno - non definito,Confisca def.,100,Tribunale,Agrigento,Misure di Prevenzione,RIBERA,SICILIA,084033,Agrigento,084,19
I-AG-60925-S,immobili,Sicilia,Agrigento,Ribera,Terreno,Terreno - non definito,Confisca def.,100,Tribunale,Agrigento,Misure di Prevenzione,RIBERA,SICILIA,084033,Agrigento,084,19
I-AG-60926-S,immobili,Sicilia,Agrigento,Ribera,Terreno,Terreno - non definito,Confisca def.,100,Tribunale,Agrigento,Misure di Prevenzione,RIBERA,SICILIA,084033,Agrigento,084,19
I-AG-60928-S,immobili,Sicilia,Agrigento,Ribera,Terreno,Terreno - non definito,Confisca def.,100,Tribunale,Agrigento,Misure di Prevenzione,RIBERA,SICILIA,084033,Agrigento,084,19
I-AG-60929-S,immobili,Sicilia,Agrigento,Ribera,Terreno,Terreno - non definito,Confisca def.,100,Tribunale,Agrigento,Misure di Prevenzione,RIBERA,SICILIA,084033,Agrigento,084,19
I-AG-60930-S,immobili,Sicilia,Agrigento,Ribera,Terreno,Terreno - non definito,Confisca def.,100,Tribunale,Agrigento,Misure di Prevenzione,RIBERA,SICILIA,084033,Agrigento,084,19
I-TO-48973-S,immobili,Piemonte,Torino,Torino,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Tribunale,Torino,Misure di Prevenzione,TORINO,PIEMONTE,001272,Torino,001,01
I-TO-48974-S,immobili,Piemonte,Torino,Torino,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca def.,100,Tribunale,Torino,Misure di Prevenzione,TORINO,PIEMONTE,001272,Torino,001,01
I-PA-49082-S,immobili,Sicilia,Palermo,Monreale,Altra unità immobiliare,Altra unità  immobil. - non definito,Confisca I,20,Tribunale,Trapani,Misure di Prevenzione,MONREALE,SICILIA,082049,Palermo,082,19
I-PA-65036-S,immobili,Sicilia,Palermo,Monreale,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca I,20,Tribunale,Trapani,Misure di Prevenzione,MONREALE,SICILIA,082049,Palermo,082,19
I-PA-65045-S,immobili,Sicilia,Palermo,Monreale,Altra unità immobiliare,Altra unità  immobil. - non definito,Confisca I,20,Tribunale,Trapani,Misure di Prevenzione,MONREALE,SICILIA,082049,Palermo,082,19
I-PA-65048-S,immobili,Sicilia,Palermo,Monreale,Altra unità immobiliare,Altro,Confisca I,20,Tribunale,Trapani,Misure di Prevenzione,MONREALE,SICILIA,082049,Palermo,082,19
I-PA-65050-S,immobili,Sicilia,Palermo,Monreale,Altra unità immobiliare,Altra unità  immobil. - non definito,Confisca I,20,Tribunale,Trapani,Misure di Prevenzione,MONREALE,SICILIA,082049,Palermo,082,19
I-PA-65051-S,immobili,Sicilia,Palermo,Monreale,Altra unità immobiliare,Altro,Confisca I,20,Tribunale,Trapani,Misure di Prevenzione,MONREALE,SICILIA,082049,Palermo,082,19
I-PA-65052-S,immobili,Sicilia,Palermo,Monreale,Altra unità immobiliare,Altro,Confisca I,20,Tribunale,Trapani,Misure di Prevenzione,MONREALE,SICILIA,082049,Palermo,082,19
I-PA-65053-S,immobili,Sicilia,Palermo,Monreale,Altra unità immobiliare,Altro,Confisca I,20,Tribunale,Trapani,Misure di Prevenzione,MONREALE,SICILIA,082049,Palermo,082,19
I-PA-65054-S,immobili,Sicilia,Palermo,Monreale,Altra unità immobiliare,Altro,Confisca I,20,Tribunale,Trapani,Misure di Prevenzione,MONREALE,SICILIA,082049,Palermo,082,19
I-PA-65055-S,immobili,Sicilia,Palermo,Monreale,Altra unità immobiliare,Altro,Confisca I,20,Tribunale,Trapani,Misure di Prevenzione,MONREALE,SICILIA,082049,Palermo,082,19
I-PA-65056-S,immobili,Sicilia,Palermo,Monreale,Altra unità immobiliare,Altro,Confisca I,20,Tribunale,Trapani,Misure di Prevenzione,MONREALE,SICILIA,082049,Palermo,082,19
I-PA-65057-S,immobili,Sicilia,Palermo,Monreale,Altra unità immobiliare,Altro,Confisca I,20,Tribunale,Trapani,Misure di Prevenzione,MONREALE,SICILIA,082049,Palermo,082,19
I-PA-65058-S,immobili,Sicilia,Palermo,Monreale,Altra unità immobiliare,Altro,Confisca I,20,Tribunale,Trapani,Misure di Prevenzione,MONREALE,SICILIA,082049,Palermo,082,19
I-PA-65059-S,immobili,Sicilia,Palermo,Monreale,Altra unità immobiliare,Altro,Confisca I,20,Tribunale,Trapani,Misure di Prevenzione,MONREALE,SICILIA,082049,Palermo,082,19
I-PA-65060-S,immobili,Sicilia,Palermo,Monreale,Altra unità immobiliare,Altra unità  immobil. - non definito,Confisca I,20,Tribunale,Trapani,Misure di Prevenzione,MONREALE,SICILIA,082049,Palermo,082,19
I-PA-65061-S,immobili,Sicilia,Palermo,Monreale,Altra unità immobiliare,Altra unità  immobil. - non definito,Confisca I,20,Tribunale,Trapani,Misure di Prevenzione,MONREALE,SICILIA,082049,Palermo,082,19
I-PA-65062-S,immobili,Sicilia,Palermo,Monreale,Altra unità immobiliare,Altra unità  immobil. - non definito,Confisca I,20,Tribunale,Trapani,Misure di Prevenzione,MONREALE,SICILIA,082049,Palermo,082,19
I-PA-65063-S,immobili,Sicilia,Palermo,Monreale,Altra unità immobiliare,Altro,Confisca I,20,Tribunale,Trapani,Misure di Prevenzione,MONREALE,SICILIA,082049,Palermo,082,19
I-PA-65064-S,immobili,Sicilia,Palermo,Monreale,Altra unità immobiliare,Altra unità  immobil. - non definito,Confisca I,20,Tribunale,Trapani,Misure di Prevenzione,MONREALE,SICILIA,082049,Palermo,082,19
I-PA-65065-S,immobili,Sicilia,Palermo,Monreale,Altra unità immobiliare,Altro,Confisca I,20,Tribunale,Trapani,Misure di Prevenzione,MONREALE,SICILIA,082049,Palermo,082,19
I-PA-65066-S,immobili,Sicilia,Palermo,Monreale,Altra unità immobiliare,Altro,Confisca I,20,Tribunale,Trapani,Misure di Prevenzione,MONREALE,SICILIA,082049,Palermo,082,19
I-PA-65067-S,immobili,Sicilia,Palermo,Monreale,Altra unità immobiliare,Altro,Confisca I,20,Tribunale,Trapani,Misure di Prevenzione,MONREALE,SICILIA,082049,Palermo,082,19
